step,x,y,avance,orientacion,cmd_avance,cmd_FL,cmd_FR,cmd_RR,cmd_RL
0,0.04378647884725731,0.0020305233723202703,9.956215249604819,-0.013926532532608926,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
1,0.04378836454475917,0.0015554250935101456,9.956213521152742,-0.011208744075470312,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
2,0.043790307815980395,0.0010765235849267932,9.95621163545524,-0.008467784668931732,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
3,0.04379225170752438,0.0005938066976287765,9.95620969218402,-0.005705566716017132,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
4,0.043794100347949165,0.0001190936296859178,9.956207748292476,-0.0029221769021548372,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
5,0.043795990669224405,-0.000346203181625081,9.956205899652051,-0.00020057487098273436,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
6,0.04379798568992941,-0.0008042253063444936,9.956204009330776,0.0024640005397548836,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
7,0.04379987698538763,-0.0012549806635224134,9.95620201431007,0.005088831315328015,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
8,0.043801733754442795,-0.0016984791364250118,9.956200123014613,0.007671342145367692,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
9,0.043803561308139505,-0.0021347279193833398,9.956198266245558,0.010211449681083156,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
10,0.04380535879243534,-0.0025637315582475446,9.95619643869186,0.01270925703888222,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
11,0.04380712610653318,-0.0029854920537186616,9.956194641207565,0.015164821093728523,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
12,0.04380886325542098,-0.0034000088910030933,9.956192873893468,0.017578179569232952,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
13,0.04381057022588411,-0.0038072790648763007,9.956191136744579,0.01994935553071883,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
14,0.04381224699243938,-0.004207297104579146,9.956189429774115,0.02227835727758646,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
15,0.0438138935194863,-0.004600055097663627,9.95618775300756,0.024565178422706422,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
16,0.043815509761373335,-0.004985542712700421,9.956186106480514,0.026809798039304937,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
17,0.04381709566246402,-0.005363747220869491,9.956184490238627,0.029012180799770828,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
18,0.04381865115721483,-0.0057346535164478915,9.956182904337536,0.031172277105902525,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
19,0.04382017617026459,-0.006098244136206011,9.956181348842785,0.03329002321185334,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
20,0.0438216706165122,-0.006454499277723766,9.956179823829736,0.03536534133989466,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
21,0.04382313440117784,-0.006803396816636533,9.956178329383487,0.037398139789119336,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
22,0.043824567419887,-0.007144912322818781,9.956176865598822,0.03938831303719373,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
23,0.04382588873957663,-0.007464399755501141,9.956175432580112,0.04133574183519961,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
24,0.043827164084080196,-0.007745156429583672,9.956174111260424,0.04315576784828549,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
25,0.04382819771622506,-0.007990504659946553,9.95617283591592,0.04475720386388201,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
26,0.04382909248074951,-0.008203401613218362,9.956171802283775,0.04615563557440873,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
27,0.043829863141824764,-0.008386480712008204,9.956170907519251,0.04736796036534516,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
28,0.04383051873358876,-0.008542092196899054,9.956170136858175,0.04840934731664767,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
29,0.0438310618021316,-0.008672338325407564,9.95616948126641,0.04929330072191881,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
30,0.04383149407454982,-0.008779103455771594,9.956168938197868,0.05003189326919921,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
31,0.043831826547693166,-0.008864079953212516,9.95616850592545,0.05063593785958866,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
32,0.043832068835989495,-0.008928791042399093,9.956168173452307,0.051115135938851766,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
33,0.043832229156806006,-0.008974610322163646,9.95616793116401,0.05147821840918179,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
34,0.04383231461263229,-0.009002778657448052,9.956167770843194,0.051733054558639927,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
35,0.043832331364874036,-0.009014418808215102,9.956167685387367,0.05188674965098894,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
36,0.04383232204578391,-0.009010548113645002,9.956167668635127,0.05194572951497593,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
37,0.04383222817400635,-0.008992088782949496,9.956167677954216,0.05191910380783898,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
38,0.04383207821382745,-0.008959879296418425,9.956167771825994,0.05180887594161318,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
39,0.04383187654370639,-0.008914681369303245,9.956167921786173,0.051619819117900055,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
40,0.04383162628022338,-0.008857187639549713,9.956168123456294,0.05135628798711297,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
41,0.043831330274651525,-0.008788028109086824,9.956168373719777,0.051022236171629716,0.6666666666666663,0.8333333333333335,0.16666666666666663,0.8333333333333335,0.16666666666666663
